SalesID,OrderID,CustomerID,ProductID,OrderDate,Quantity,UnitPrice,DiscountPercent,SalesAmount,ProfitAmount,Region
5465,80178,159,17,7/29/2025,3,551.45,0.04,1588.18,205.77,South
5466,32781,337,12,6/24/2025,9,44.43,0.05,379.88,128.71,South
5467,20065,17,1,1/17/2026,9,604.85,0.22,4246.05,1297.35,West
5468,93515,452,8,1/16/2025,7,908.71,0.16,5343.21,1694.33,North
5469,80447,211,10,2/14/2026,4,720.75,0.12,2537.04,260.58,West
5470,42182,290,5,2/23/2026,2,230.97,0.19,374.17,116.15,South
5471,76883,378,9,8/14/2023,7,827.93,0.18,4752.32,1139.4,West
5472,34141,304,26,2/18/2025,5,1948.97,0.19,7893.33,1803.81,East
5473,43682,24,25,9/10/2023,1,891.64,0.01,882.72,122.54,East
5474,11158,358,27,7/14/2025,2,654.92,0.23,1008.58,393.3,North
5475,57865,234,12,11/16/2025,2,44.43,0.13,77.31,13.97,North
5476,89515,447,19,4/22/2025,1,613.51,0.24,466.27,140.53,North
5477,79348,165,20,2/6/2026,2,518.37,0.05,984.9,234.05,West
5478,86564,191,25,6/12/2024,2,891.64,0.23,1373.13,500.7,North
5479,49837,386,25,3/10/2026,2,891.64,0.19,1444.46,490.49,West
5480,71946,186,1,8/3/2025,5,604.85,0.28,2177.46,492.31,West
5481,25058,73,19,5/12/2024,10,613.51,0.12,5398.89,1088.03,South
5482,40975,308,19,2/5/2025,3,613.51,0.14,1582.86,395.01,North
5483,98569,225,9,5/11/2023,8,827.93,0.22,5166.28,1773.4,North
5484,65791,257,10,7/30/2023,9,720.75,0.12,5708.34,812.92,North
5485,62654,124,8,9/7/2023,10,908.71,0.11,8087.52,1067.27,East
5486,38673,392,2,4/7/2024,7,165.54,0.28,834.32,193.72,North
5487,70131,482,23,12/4/2024,1,623.22,0.11,554.67,137.74,North
5488,72629,51,5,3/4/2025,4,230.97,0.16,776.06,275.98,West
5489,28322,383,1,6/26/2024,5,604.85,0.25,2268.19,258.49,North
5490,49574,112,1,6/24/2025,5,604.85,0.2,2419.4,939.75,West
5491,65608,153,4,9/25/2025,7,1484.52,0.27,7585.9,1158.92,West
5492,24476,105,1,12/29/2024,4,604.85,0,2419.4,932.51,East
5493,49084,37,13,5/11/2023,8,1562.75,0.12,11001.76,1419.54,South
5494,39722,90,16,2/1/2024,2,355.61,0.11,632.99,119.42,South
5495,65246,58,26,6/3/2024,10,1948.97,0.12,17150.94,4451.68,East
5496,42801,107,22,4/24/2025,7,407.19,0.08,2622.3,283.64,West
5497,60790,199,14,12/30/2023,6,1812.31,0.11,9677.74,3804.19,South
5498,38370,304,25,11/4/2025,9,891.64,0.27,5858.07,2214.89,East
5499,10391,194,3,7/27/2025,9,772.4,0.17,5769.83,2240.93,West
5500,89082,15,18,6/11/2023,5,351.07,0.16,1474.49,362.62,West
5501,20322,472,18,4/10/2024,4,351.07,0.12,1235.77,207.74,South
5502,29001,392,15,10/26/2023,6,1051.79,0.17,5237.91,808.41,North
5503,73249,400,20,10/11/2024,10,518.37,0.03,5028.19,1474.04,West
5504,46721,479,17,4/2/2025,1,551.45,0.11,490.79,137.17,South
5505,99861,33,20,7/25/2023,1,518.37,0.27,378.41,43.5,West
5506,32326,75,19,2/17/2026,10,613.51,0.03,5951.05,1564.92,South
5507,77973,66,5,6/12/2024,9,230.97,0.05,1974.79,481.74,East
5508,86465,99,11,11/19/2025,1,1204.13,0.03,1168.01,156.82,West
5509,72974,396,18,3/30/2026,7,351.07,0.2,1965.99,696.74,North
5510,78241,172,3,9/2/2023,8,772.4,0.16,5190.53,1654.37,West
5511,47337,336,14,12/30/2023,5,1812.31,0.25,6796.16,1652.28,East
5512,51382,298,4,1/17/2024,10,1484.52,0.13,12915.32,3617.33,East
5513,46589,83,12,2/5/2024,3,44.43,0.03,129.29,17.75,West
5514,56654,280,15,5/29/2025,7,1051.79,0.24,5595.52,2217.8,South
5515,23370,265,4,4/27/2026,2,1484.52,0.17,2464.3,641.61,North
5516,92816,482,6,12/8/2024,1,900.58,0.13,783.5,194.12,North
5517,63468,411,4,8/19/2024,6,1484.52,0.12,7838.27,1355.83,West
5518,58040,103,12,8/11/2023,2,44.43,0.05,84.42,20.12,East
5519,64318,427,12,7/23/2024,6,44.43,0.13,231.92,35.58,North
5520,38563,53,10,12/4/2024,7,720.75,0.18,4137.11,1169.31,North
5521,37690,250,18,11/25/2023,9,351.07,0.15,2685.69,340.02,North
5522,17019,270,26,5/25/2023,10,1948.97,0.19,15786.66,5779.78,East
5523,16207,201,27,3/26/2025,9,654.92,0.29,4184.94,627.77,South
5524,20074,59,16,2/28/2024,4,355.61,0.19,1152.18,119.7,East
5525,32510,219,12,9/7/2023,8,44.43,0.1,319.9,108.32,South
5526,35489,59,2,2/25/2026,7,165.54,0.07,1077.67,425.79,East
5527,71630,216,25,8/20/2025,2,891.64,0.24,1355.29,233.95,West
5528,15951,315,8,3/21/2024,9,908.71,0.1,7360.55,2013.25,North
5529,98153,159,11,10/16/2025,10,1204.13,0.25,9030.98,1560.57,South
5530,77618,84,16,10/3/2023,10,355.61,0.11,3164.93,597.4,North
5531,65194,398,10,6/12/2025,6,720.75,0.15,3675.82,744.44,West
5532,81848,463,7,12/18/2025,4,282.36,0.2,903.55,338.94,East
5533,38551,389,6,9/26/2023,2,900.58,0.05,1711.1,607.76,West
5534,54829,310,16,9/21/2024,3,355.61,0.04,1024.16,201.4,South
5535,88669,55,8,10/2/2023,8,908.71,0.24,5524.96,668.09,South
5536,18751,359,23,3/8/2026,3,623.22,0.1,1682.69,612.8,West
5537,33527,323,20,3/12/2025,5,518.37,0.25,1943.89,700.37,North
5538,34624,464,15,10/18/2024,2,1051.79,0.25,1577.68,627.03,West
5539,40575,208,2,2/15/2025,1,165.54,0.04,158.92,41.73,North
5540,37251,293,2,8/26/2025,10,165.54,0.08,1522.97,270.27,East
5541,51150,371,11,9/13/2023,9,1204.13,0.08,9970.2,1696.19,West
5542,11137,200,8,3/20/2024,4,908.71,0.23,2798.83,786.28,South
5543,54259,459,17,9/8/2023,8,551.45,0.18,3617.51,927.51,East
5544,96717,397,4,12/28/2025,10,1484.52,0.01,14696.75,4058.4,West
5545,70924,157,2,11/3/2025,6,165.54,0.26,735,201.23,South
5546,90121,70,24,4/11/2026,5,1686.39,0.27,6155.32,674.83,North
5547,93368,310,11,3/21/2024,3,1204.13,0.21,2853.79,679.97,South
5548,22182,398,9,11/28/2025,4,827.93,0.1,2980.55,1143.67,West
5549,37026,215,7,5/6/2024,7,282.36,0.15,1680.04,201.54,West
5550,69352,111,26,8/19/2023,10,1948.97,0.14,16761.14,6374.12,South
5551,96096,15,9,1/27/2026,8,827.93,0.21,5232.52,713.23,West
5552,33626,116,5,8/9/2024,5,230.97,0.29,819.94,255.74,East
5553,45438,157,27,10/3/2025,3,654.92,0.2,1571.81,461.96,South
5554,40085,49,24,10/18/2024,10,1686.39,0.16,14165.68,4781.96,West
5555,34225,416,20,11/27/2023,1,518.37,0.12,456.17,170.47,South
5556,11889,376,6,4/25/2026,4,900.58,0.13,3134.02,603.49,West
5557,48035,49,17,7/26/2023,9,551.45,0.03,4814.16,1623.68,West
5558,45487,138,10,7/7/2025,3,720.75,0.09,1967.65,770.54,North
5559,58215,80,4,8/9/2023,1,1484.52,0.05,1410.29,259.29,East
5560,21909,4,3,8/12/2024,10,772.4,0.09,7028.84,1570.28,South
5561,54087,61,8,5/17/2023,9,908.71,0.13,7115.2,850.53,East
5562,47356,214,19,12/15/2025,5,613.51,0,3067.55,1045.46,East
5563,80667,53,23,7/2/2025,5,623.22,0.15,2648.69,417.75,North
5564,51932,318,16,4/19/2026,2,355.61,0.27,519.19,124.73,East
5565,22234,160,2,11/13/2023,3,165.54,0.09,451.92,89.23,South
5566,33472,351,5,1/21/2026,10,230.97,0.02,2263.51,843.81,South
5567,19253,198,22,7/13/2025,2,407.19,0.2,651.5,225.77,East
5568,45018,14,26,3/22/2024,4,1948.97,0.1,7016.29,1374.19,North
5569,93122,93,1,1/30/2025,10,604.85,0.18,4959.77,757,South
5570,60017,490,11,3/26/2025,3,1204.13,0.07,3359.52,721.19,West
5571,88636,222,6,12/1/2024,10,900.58,0.2,7204.64,2879.65,North
5572,80419,89,20,2/12/2024,3,518.37,0.17,1290.74,219.58,South
5573,18575,197,2,5/15/2023,2,165.54,0.17,274.8,35.14,East
5574,98710,321,5,6/20/2025,9,230.97,0.23,1600.62,252.2,East
5575,50048,9,26,7/26/2025,10,1948.97,0.24,14812.17,4962.56,North
5576,48542,65,20,3/8/2024,5,518.37,0.2,2073.48,741.47,South
5577,34618,2,24,4/3/2024,7,1686.39,0.13,10270.12,1574.43,North
5578,98414,139,17,10/30/2023,7,551.45,0.06,3628.54,1240.18,South
5579,43731,265,16,2/10/2026,9,355.61,0.18,2624.4,1012.18,North
5580,79050,107,18,12/5/2024,8,351.07,0.11,2499.62,954.16,West
5581,14886,196,23,7/18/2025,7,623.22,0.27,3184.65,561.52,West
5582,47744,260,7,7/11/2024,7,282.36,0.23,1521.92,317.46,South
5583,60294,90,12,8/16/2023,5,44.43,0.07,206.6,55.49,South
5584,55026,484,3,3/23/2026,10,772.4,0.28,5561.28,1481.22,South
5585,12845,11,19,11/13/2023,8,613.51,0.08,4515.43,912.15,South
5586,83327,296,19,6/2/2025,6,613.51,0.05,3497.01,1146.09,North
5587,89793,325,25,1/7/2024,9,891.64,0.24,6098.82,2418.85,North
5588,42602,140,26,6/14/2023,8,1948.97,0.25,11693.82,4206.13,East
5589,65305,292,25,4/19/2025,7,891.64,0.24,4743.52,1335.37,West
5590,71646,146,26,6/4/2025,6,1948.97,0.06,10992.19,3080.91,South
5591,82017,208,25,1/7/2024,6,891.64,0.01,5296.34,1257.2,North
5592,87162,268,18,12/28/2023,4,351.07,0,1404.28,461.46,East
5593,69680,175,5,7/2/2023,5,230.97,0.04,1108.66,280.04,North
5594,90022,109,4,5/3/2025,5,1484.52,0.3,5195.82,1672.39,North
5595,66837,331,4,3/18/2025,7,1484.52,0.2,8313.31,2119.09,West
5596,43844,221,14,1/1/2024,8,1812.31,0.18,11888.75,3369.12,East
5597,94210,234,7,12/9/2025,1,282.36,0.12,248.48,32.79,North
5598,44191,12,8,7/1/2024,7,908.71,0.18,5216,654.61,West
5599,38166,319,25,6/10/2024,8,891.64,0.27,5207.18,646.93,South
5600,68724,409,4,4/28/2026,9,1484.52,0.08,12291.83,4737.51,North
5601,64897,53,7,1/7/2024,6,282.36,0.12,1490.86,519.98,North
5602,81148,222,26,3/31/2025,6,1948.97,0,11693.82,2357.61,North
5603,22572,373,17,9/1/2023,9,551.45,0.13,4317.85,457.7,East
5604,99534,197,11,2/20/2026,8,1204.13,0.2,7706.43,1373.5,East
5605,58226,93,26,12/10/2024,4,1948.97,0.09,7094.25,1151.01,South
5606,46469,313,26,4/24/2025,7,1948.97,0.17,11323.52,2245.45,West
5607,63546,166,2,7/17/2025,1,165.54,0.19,134.09,44.85,East
5608,54978,439,15,11/15/2024,10,1051.79,0.24,7993.6,1349.3,East
5609,44641,160,20,1/2/2025,1,518.37,0.04,497.64,156.05,South
5610,71817,462,13,5/25/2024,3,1562.75,0.24,3563.07,820.9,East
5611,68419,426,25,1/14/2025,9,891.64,0.18,6580.3,2433.74,West
5612,53311,64,19,7/15/2024,5,613.51,0.29,2177.96,769.57,North
5613,74291,29,26,8/9/2025,4,1948.97,0.16,6548.54,2366.56,North
5614,49433,220,24,5/28/2024,3,1686.39,0.23,3895.56,1411.61,South
5615,42685,264,19,3/5/2024,2,613.51,0.19,993.89,326.17,South
5616,63373,265,26,2/17/2024,5,1948.97,0.17,8088.23,2649.88,North
5617,35672,441,7,6/13/2023,9,282.36,0.26,1880.52,566.7,West
5618,21086,166,22,12/21/2024,9,407.19,0.11,3261.59,344.7,East
5619,81994,12,19,10/1/2025,2,613.51,0.26,907.99,129.29,West
5620,90005,296,2,11/21/2024,7,165.54,0.18,950.2,118.98,North
5621,76022,333,7,5/20/2025,4,282.36,0,1129.44,212.54,East
5622,74189,441,9,11/30/2025,6,827.93,0.04,4768.88,1719.03,West
5623,16392,236,27,7/29/2023,6,654.92,0.16,3300.8,1081.66,South
5624,16764,457,26,1/8/2025,4,1948.97,0.12,6860.37,1540.06,West
5625,49851,485,12,11/29/2023,4,44.43,0.22,138.62,22.83,East
5626,62817,349,8,1/5/2024,5,908.71,0.06,4270.94,1189.63,East
5627,42060,261,23,3/25/2026,10,623.22,0.11,5546.66,1783.94,North
5628,29731,120,7,11/6/2024,2,282.36,0.16,474.36,143.39,North
5629,21636,101,4,4/16/2024,4,1484.52,0.11,5284.89,1606.02,East
5630,26257,245,12,4/5/2026,1,44.43,0.13,38.65,6.41,South
5631,70422,454,13,4/17/2024,8,1562.75,0.09,11376.82,4094.7,East
5632,27813,237,27,10/1/2024,7,654.92,0.05,4355.22,975.76,West
5633,51046,199,3,7/27/2023,4,772.4,0.28,2224.51,519.09,South
5634,82649,357,27,3/23/2025,1,654.92,0.15,556.68,206.26,West
5635,74984,469,23,6/26/2023,10,623.22,0.15,5297.37,1317.82,East
5636,95205,495,22,1/31/2026,6,407.19,0.18,2003.37,611.51,West
5637,28132,123,21,4/19/2024,5,1257.57,0.25,4715.89,1480.12,East
5638,70253,301,4,1/26/2024,6,1484.52,0.25,6680.34,1562.11,East
5639,41460,404,1,11/10/2023,5,604.85,0.26,2237.95,807.37,West
5640,46882,244,6,6/30/2024,7,900.58,0.14,5421.49,1449.01,North
5641,72916,13,2,4/10/2024,5,165.54,0.26,612.5,65.39,East
5642,68346,216,19,1/13/2025,8,613.51,0.11,4368.19,840.6,West
5643,71759,180,22,4/22/2025,4,407.19,0.09,1482.17,182.02,North
5644,91525,393,5,4/5/2025,4,230.97,0.2,739.1,120.02,East
5645,16096,302,21,1/25/2025,1,1257.57,0.24,955.75,280.04,South
5646,58837,293,13,5/12/2024,5,1562.75,0.22,6094.72,2065.46,East
5647,48077,204,20,8/23/2023,6,518.37,0.22,2425.97,351.78,East
5648,53716,370,9,7/31/2025,5,827.93,0.1,3725.68,959.74,North
5649,33631,336,23,2/29/2024,7,623.22,0.11,3882.66,786.58,East
5650,63951,468,14,10/3/2025,4,1812.31,0.26,5364.44,745.87,East
5651,97963,221,22,5/20/2025,1,407.19,0.19,329.82,123.56,East
5652,71133,391,12,11/10/2023,1,44.43,0.26,32.88,3.65,East
5653,42180,15,24,8/29/2023,10,1686.39,0.22,13153.84,1592.17,West
5654,57405,418,13,4/7/2024,5,1562.75,0.18,6407.28,2089.02,North
5655,88361,423,9,11/20/2024,7,827.93,0.02,5679.6,1590.3,West
5656,51203,257,16,9/6/2025,10,355.61,0.18,2916,640.74,North
5657,51717,42,6,1/20/2025,2,900.58,0.16,1512.97,461.24,West
5658,46265,258,20,1/9/2026,4,518.37,0.22,1617.31,379.01,South
5659,71654,206,3,11/5/2024,7,772.4,0.02,5298.66,1690.54,South
5660,94922,230,23,4/2/2026,7,623.22,0.28,3141.03,795.37,East
5661,70497,210,10,10/7/2025,9,720.75,0.15,5513.74,551.47,South
5662,60252,376,20,2/2/2025,10,518.37,0.12,4561.66,1374.72,West
5663,58872,281,3,1/8/2025,3,772.4,0.21,1830.59,191.75,West
5664,88695,365,9,9/23/2024,3,827.93,0.11,2210.57,448.59,South
5665,18886,301,16,1/18/2024,6,355.61,0.01,2112.32,618,East
5666,10473,142,1,10/5/2025,3,604.85,0.21,1433.49,440.79,North
5667,65418,374,4,10/3/2023,3,1484.52,0.17,3696.45,575.84,West
5668,73069,466,4,10/2/2023,5,1484.52,0.26,5492.72,1069.23,North
5669,30390,349,15,2/20/2024,4,1051.79,0.19,3407.8,772.55,East
5670,21565,35,17,3/4/2026,5,551.45,0.02,2702.1,324.71,East
5671,50308,273,16,8/1/2025,7,355.61,0.11,2215.45,426.47,North
5672,21834,231,16,7/7/2024,4,355.61,0.06,1337.09,370.69,South
5673,31975,130,17,11/1/2025,8,551.45,0.22,3441.05,860.62,South
5674,26803,134,1,6/20/2024,8,604.85,0.09,4403.31,839.86,South
5675,23515,2,22,9/30/2023,4,407.19,0.1,1465.88,262.01,North
5676,76132,9,16,2/8/2024,3,355.61,0.27,778.79,130.66,North
5677,80421,247,27,6/7/2025,4,654.92,0.25,1964.76,781.25,East
5678,75129,469,3,7/9/2023,7,772.4,0.12,4757.98,1797.1,East
5679,36680,246,16,11/18/2023,5,355.61,0.03,1724.71,219.13,West
5680,11135,471,22,2/23/2026,6,407.19,0.02,2394.28,723.78,South
5681,64841,73,9,4/23/2024,6,827.93,0.15,4222.44,670.01,South
5682,37530,396,26,8/20/2024,6,1948.97,0.16,9822.81,1213.71,North
5683,57799,487,12,5/10/2024,10,44.43,0.28,319.9,106.44,North
5684,88946,327,8,8/27/2023,3,908.71,0.21,2153.64,531.28,East
5685,17587,168,2,10/1/2025,6,165.54,0.26,735,251.38,North
5686,98790,415,27,5/11/2025,10,654.92,0.16,5501.33,1715.12,South
5687,82613,407,22,8/18/2023,2,407.19,0.28,586.35,229.46,North
5688,24496,193,4,12/17/2023,6,1484.52,0.11,7927.34,2026.61,East
5689,38197,193,6,10/11/2024,8,900.58,0.1,6484.18,1856.1,East
5690,38880,276,12,7/3/2024,4,44.43,0.28,127.96,16.52,North
5691,81792,160,16,5/17/2025,9,355.61,0.23,2464.38,669.28,South
5692,79844,457,12,12/26/2023,1,44.43,0.22,34.66,13.79,West
5693,26663,34,9,4/16/2026,5,827.93,0.26,3063.34,480.1,West
5694,30576,361,12,5/19/2024,10,44.43,0.29,315.45,47.92,South
5695,41740,53,2,4/10/2024,10,165.54,0.26,1225,333.53,North
5696,23317,391,7,8/19/2025,1,282.36,0.25,211.77,67.9,East
5697,35322,89,7,12/3/2025,2,282.36,0.15,480.01,70.28,South
5698,62635,152,25,1/5/2025,2,891.64,0.3,1248.3,235.57,East
5699,94032,46,11,7/3/2025,4,1204.13,0.07,4479.36,894.54,West
5700,18227,183,7,9/4/2023,6,282.36,0.06,1592.51,185.04,South
5701,50279,165,7,10/11/2024,4,282.36,0.01,1118.15,131.57,West
5702,98043,152,25,11/30/2024,1,891.64,0.13,775.73,201.57,East
5703,63381,365,8,4/17/2025,2,908.71,0.27,1326.72,378.1,South
5704,51007,185,4,5/27/2023,10,1484.52,0.16,12469.97,3729.68,East
5705,66643,164,13,12/2/2025,8,1562.75,0.12,11001.76,3870.67,East
5706,25686,122,21,10/15/2023,5,1257.57,0.1,5659.06,2070.67,North
5707,87465,401,4,9/1/2024,9,1484.52,0.22,10421.33,1616.65,East
5708,88374,51,10,1/3/2026,3,720.75,0.12,1902.78,540.7,West
5709,99710,137,19,2/27/2026,6,613.51,0.05,3497.01,787.15,South
5710,13002,43,7,10/2/2024,10,282.36,0.28,2032.99,693.47,North
5711,93979,215,8,7/15/2025,2,908.71,0.28,1308.54,424.57,West
5712,79001,195,20,5/1/2025,10,518.37,0.03,5028.19,591.63,North
5713,26187,326,1,4/21/2026,3,604.85,0.05,1723.82,301.7,East
5714,26507,208,8,8/28/2025,9,908.71,0.04,7851.25,2726.49,North
5715,93628,78,1,10/30/2024,2,604.85,0.19,979.86,244.74,South
5716,91039,206,10,11/13/2025,3,720.75,0.2,1729.8,370.71,South
5717,35369,292,1,1/25/2024,7,604.85,0.29,3006.1,328.1,West
5718,21318,324,10,7/9/2023,5,720.75,0.15,3063.19,1041.14,West
5719,28238,382,9,5/4/2026,1,827.93,0,827.93,224.05,South
5720,82255,339,23,8/19/2023,6,623.22,0.15,3178.42,1042.58,West
5721,29106,322,17,11/20/2025,8,551.45,0.01,4367.48,700.42,West
5722,45039,16,24,8/23/2023,1,1686.39,0.29,1197.34,357.17,East
5723,43303,287,13,1/17/2025,6,1562.75,0.18,7688.73,2464.28,North
5724,28972,413,13,6/3/2023,4,1562.75,0.17,5188.33,1980.81,West
5725,15858,313,12,5/1/2026,6,44.43,0.03,258.58,51.82,West
5726,13023,170,18,7/12/2025,9,351.07,0.27,2306.53,786.19,West
5727,62354,362,26,6/25/2025,3,1948.97,0.27,4268.24,1640.36,South
5728,32741,9,9,10/20/2023,7,827.93,0.01,5737.55,1524.61,North
5729,57004,406,12,8/9/2023,3,44.43,0.08,122.63,27.66,East
5730,62315,434,22,4/7/2026,5,407.19,0.27,1486.24,266.11,North
5731,85965,355,12,7/20/2024,10,44.43,0.29,315.45,35.49,West
5732,86601,12,9,11/24/2023,5,827.93,0.26,3063.34,889.5,West
5733,44024,259,24,10/7/2024,6,1686.39,0.13,8802.96,3423.3,South
5734,92182,105,5,12/13/2024,1,230.97,0.03,224.04,48.54,East
5735,77478,431,18,2/17/2026,6,351.07,0.13,1832.59,257.22,West
5736,68038,287,7,2/1/2024,8,282.36,0.16,1897.46,717.28,North
5737,90392,373,13,1/4/2024,7,1562.75,0.1,9845.33,3043.95,East
5738,16876,320,16,6/20/2025,4,355.61,0.02,1393.99,302.23,West
5739,87539,214,16,2/23/2024,3,355.61,0.27,778.79,110.13,East
5740,35366,12,17,2/19/2024,2,551.45,0.3,772.03,262.34,West
5741,87217,285,9,6/11/2025,7,827.93,0,5795.51,1065.4,West
5742,85683,142,8,1/11/2024,8,908.71,0.27,5306.87,657.48,North
5743,53158,316,10,1/8/2025,1,720.75,0.06,677.5,71.14,West
5744,52290,63,22,4/2/2024,5,407.19,0.26,1506.6,386.17,East
5745,84650,374,14,11/19/2023,4,1812.31,0.17,6016.87,2317.83,West
5746,25995,149,27,4/27/2024,5,654.92,0.02,3209.11,1005.7,West
5747,57407,133,18,11/9/2023,8,351.07,0.24,2134.51,681.6,West
5748,87139,120,23,12/26/2023,5,623.22,0.13,2711.01,727.2,North
5749,38187,184,1,11/17/2024,2,604.85,0.29,858.89,191.23,West
5750,38975,328,16,8/23/2024,1,355.61,0.25,266.71,53.19,West
5751,43534,65,23,12/28/2024,7,623.22,0.15,3708.16,1269.48,South
5752,92154,443,6,9/25/2024,9,900.58,0.23,6241.02,1380.54,South
5753,96616,271,27,1/16/2024,7,654.92,0.25,3438.33,686.01,North
5754,96970,77,11,6/12/2024,10,1204.13,0.27,8790.15,1848.29,North
5755,30820,481,14,11/27/2024,9,1812.31,0.2,13048.63,4720.88,West
5756,24520,270,10,12/22/2025,3,720.75,0.22,1686.56,624.57,East
5757,15470,270,1,4/27/2026,4,604.85,0.05,2298.43,487.39,East
5758,49062,224,11,1/20/2024,9,1204.13,0.15,9211.59,2101.42,East
5759,74908,349,25,6/30/2024,7,891.64,0.15,5305.26,1182.28,East
5760,52460,258,17,11/18/2023,1,551.45,0.18,452.19,99.38,South
5761,46795,411,25,8/25/2023,9,891.64,0.07,7463.03,2926.03,West
5762,29209,295,24,3/26/2026,6,1686.39,0.25,7588.76,1840.15,East
5763,72596,41,21,6/28/2025,4,1257.57,0.11,4476.95,717.21,West
5764,88603,166,25,5/21/2023,6,891.64,0.21,4226.37,1321.74,East
5765,74034,322,1,12/30/2024,3,604.85,0.28,1306.48,405.02,West
5766,21401,141,27,9/1/2023,9,654.92,0.21,4656.48,1814.21,West
5767,79017,496,25,5/1/2025,2,891.64,0.21,1408.79,263.92,North
5768,25768,198,20,9/1/2023,3,518.37,0.13,1352.95,266.49,East
5769,65627,430,19,12/21/2024,2,613.51,0.24,932.54,266.37,South
5770,56608,132,26,3/20/2026,6,1948.97,0.07,10875.25,3087.9,North
5771,94059,404,3,5/5/2025,6,772.4,0.02,4541.71,942.21,West
5772,67750,224,8,3/25/2024,5,908.71,0.27,3316.79,940.02,East
5773,11040,272,14,12/8/2025,10,1812.31,0.13,15767.1,6001.11,West
5774,76101,468,20,2/5/2026,1,518.37,0.17,430.25,69.68,East
5775,35122,419,5,10/2/2023,3,230.97,0.02,679.05,90.37,West
5776,85445,429,15,6/17/2025,1,1051.79,0.03,1020.24,327.42,East
5777,26548,244,27,6/25/2023,3,654.92,0.05,1866.52,343.88,North
5778,38176,269,22,4/27/2025,5,407.19,0.23,1567.68,529.19,South
5779,82521,157,18,10/1/2023,10,351.07,0.05,3335.16,715.3,South
5780,67133,25,11,11/4/2024,10,1204.13,0.19,9753.45,3217.54,East
5781,76342,336,16,6/21/2024,1,355.61,0.29,252.48,86.18,East
5782,35760,498,23,4/4/2025,1,623.22,0.08,573.36,193.85,West
5783,53731,466,22,11/5/2024,5,407.19,0.17,1689.84,205.48,North
5784,79072,446,21,3/5/2026,4,1257.57,0.13,4376.34,755.37,West
5785,55340,205,18,1/26/2026,7,351.07,0.3,1720.24,422.82,East
5786,55226,168,14,1/18/2024,5,1812.31,0.08,8336.63,3036.41,North
5787,90616,126,6,3/21/2025,10,900.58,0.05,8555.51,1864.12,South
5788,62808,456,1,1/3/2026,7,604.85,0.15,3598.86,648.5,East
5789,53615,325,20,11/12/2025,3,518.37,0.15,1321.84,151.25,North
5790,49179,384,8,11/23/2025,4,908.71,0.12,3198.66,988.48,East
5791,30074,320,19,11/22/2023,10,613.51,0.02,6012.4,1682.21,West
5792,68254,364,24,1/17/2024,9,1686.39,0.25,11383.13,2330.21,East
5793,15580,379,18,8/18/2023,3,351.07,0.24,800.44,167.56,North
5794,52071,88,4,9/20/2025,2,1484.52,0.26,2197.09,845.39,West
5795,98287,370,9,6/15/2023,4,827.93,0.17,2748.73,984.78,North
5796,28187,255,27,7/19/2025,8,654.92,0.1,4715.42,924.26,North
5797,38513,46,17,3/25/2024,3,551.45,0.12,1455.83,327.61,West
5798,77108,483,13,9/21/2024,10,1562.75,0.11,13908.48,3384.04,West
5799,83554,137,1,4/18/2025,5,604.85,0.22,2358.92,237.68,South
5800,20772,313,21,2/24/2024,1,1257.57,0.25,943.18,329.21,West
5801,89580,342,16,10/21/2025,10,355.61,0.21,2809.32,1071.61,South
5802,18981,259,10,12/26/2024,2,720.75,0.14,1239.69,263.3,South
5803,22579,79,2,1/19/2025,10,165.54,0.2,1324.32,242.62,South
5804,37001,407,15,7/3/2024,5,1051.79,0.18,4312.34,644.97,North
5805,80975,345,1,10/8/2023,2,604.85,0.13,1052.44,192.26,West
5806,77810,92,25,3/7/2024,9,891.64,0.23,6179.07,2026.65,East
5807,67668,400,4,10/13/2025,6,1484.52,0.2,7125.7,1729.84,West
5808,86329,228,16,8/21/2023,7,355.61,0.11,2215.45,740.05,West
5809,49713,460,23,12/17/2025,1,623.22,0.14,535.97,111.75,South
5810,37557,372,18,6/2/2025,10,351.07,0.08,3229.84,1092.13,East
5811,80391,327,27,4/21/2026,5,654.92,0.07,3045.38,1004.21,East
5812,83882,242,10,8/24/2024,8,720.75,0.03,5593.02,2002,East
5813,44816,90,8,5/17/2023,3,908.71,0.22,2126.38,742.15,South
5814,63073,394,20,8/4/2024,10,518.37,0.26,3835.94,445.47,South
5815,37591,485,3,6/3/2024,4,772.4,0.09,2811.54,376.09,East
5816,16678,185,17,7/7/2025,10,551.45,0.14,4742.47,652.07,East
5817,94338,340,14,7/21/2023,1,1812.31,0.03,1757.94,676.67,North
5818,47714,130,9,1/18/2024,8,827.93,0.14,5696.16,960.46,South
5819,96410,315,16,6/8/2025,5,355.61,0.07,1653.59,200.96,North
5820,57878,135,20,2/17/2026,9,518.37,0.15,3965.53,602.3,East
5821,39261,240,26,1/17/2026,9,1948.97,0.1,15786.66,2784.27,North
5822,73936,176,17,1/15/2024,5,551.45,0.19,2233.37,713.27,West
5823,95026,159,27,2/10/2025,2,654.92,0.12,1152.66,228.96,South
5824,29876,192,15,1/30/2024,8,1051.79,0.06,7909.46,2369.34,West
5825,55812,122,15,9/9/2025,3,1051.79,0.16,2650.51,1033.76,North
5826,86293,283,9,11/14/2025,1,827.93,0.25,620.95,187.68,West
5827,73936,403,21,6/17/2024,6,1257.57,0.15,6413.61,1791.59,East
